"333319","511210","531120","541219","541611","541620","561621","611430","811310","926130"
0,19,0,0,0,0,0,0,9,0
0,11,0,0,0,0,42,0,3,0
0,7,0,0,0,0,0,0,11,0
0,6,0,0,44,0,0,1,0,0
0,28,0,0,0,0,0,0,2,0
0,4,0,0,0,0,2,3,0,3
4,4,0,0,0,0,0,4,1,0
6,24,0,1,10,0,0,4,0,0
0,1,0,0,0,0,0,3,160,0
7,20,0,0,1,0,0,3,32,0
0,66,0,17,116,0,0,15,0,0
43,14,0,0,140,24,16,53,13,0
9,11,0,0,0,0,0,2,55,0
0,0,0,44,47,0,0,0,0,0
1362,0,0,0,74,0,0,0,0,0
0,0,0,0,80,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0
0,0,0,0,1,4,0,16,0,0
0,0,0,12,346,0,0,3,0,0
0,0,0,0,16,0,0,26,0,0
0,0,0,0,0,0,0,25,0,0
0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,19,0
0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,17,0
0,1,3,0,30,0,0,39,0,0
0,50,0,0,0,0,0,2,2,0
0,0,0,0,53,0,0,0,0,0
0,0,0,0,0,0,0,0,32,0
0,0,23,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0
0,0,0,0,0,0,0,20,0,0
0,14,0,0,3,0,0,0,0,0
0,87,0,0,18,0,0,15,0,0
0,0,0,0,0,108,0,0,0,0
0,0,0,0,0,0,782,0,1,0
0,0,0,27,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0
0,2,0,3,326,84,0,2,0,0
0,1,0,0,0,0,0,0,44,0
0,0,0,0,27,0,0,0,0,0
0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,9,0,0,27,0,0
0,0,0,0,0,197,0,0,0,0
0,1,0,0,0,1,34,3,37,0
0,4,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,33,0
0,2,0,0,0,0,0,0,48,0
0,0,0,0,0,0,1,0,45,0
0,0,0,0,81,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31
0,3,0,0,15,0,0,0,0,0
0,0,0,350,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0
0,3,0,0,12,0,0,5,0,0
0,0,0,0,20,0,0,0,0,0
0,2,2,0,118,65,0,0,0,0
0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,46
0,0,1,0,7,56,0,0,4,0
0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,1,25,0
0,0,0,0,0,152,0,0,0,0
0,0,0,0,0,0,0,0,20,0
16,0,0,0,0,0,0,0,0,0
34,1,0,0,22,0,0,26,0,0
0,0,0,0,56,0,0,0,0,0
27,3,0,1,32,0,29,0,0,0
0,0,0,0,0,0,0,0,14,0
0,0,0,1,25,0,0,0,0,0
0,11,0,0,11,0,1,4,0,0
0,2,0,0,92,0,0,1,0,0
13,31,0,0,31,5,0,6,1,0
4,2,0,0,24,32,0,47,0,0
0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,14,0,1,0,0
0,0,0,0,38,0,0,1,0,0
0,0,0,0,0,21,0,0,0,0
0,0,0,0,23,0,0,2,0,0
0,0,0,0,0,34,0,0,0,0
0,19,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,0,0
0,12,0,0,0,0,0,0,0,0
0,0,0,0,0,19,0,0,0,0
0,1,0,0,0,0,9,0,0,0
0,36,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0
0,160,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,0
0,0,0,0,20,0,0,0,0,0
0,0,0,0,43,0,0,4,0,0
0,11,0,0,0,0,0,2,0,0
0,5,0,0,0,0,24,0,0,0
0,0,0,0,41,0,0,0,0,0
0,3,0,214,866,2,0,19,0,0
0,24,0,0,0,0,0,0,0,0
0,0,0,0,212,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0
0,0,0,0,28,0,0,1,0,0
0,0,0,0,0,0,36,0,0,0
0,0,0,0,0,0,27,0,0,0
0,0,0,0,25,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0
0,0,0,0,138,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33,0,0,0,0
0,0,0,0,1,0,0,17,0,0
0,0,0,1,16,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,0
17,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0
0,0,0,0,0,25,0,0,0,0
0,0,0,0,35,0,0,4,0,0
0,0,0,0,50,0,0,0,0,0
0,0,0,0,20,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0
0,12,0,0,0,2,0,1,24,0
0,0,0,0,16,0,0,2,0,0
0,0,0,0,10,153,0,2,0,0
0,2,0,0,1,0,0,22,0,0
0,10,0,0,0,0,0,1,0,0
0,29,0,0,0,0,0,1,0,0
0,0,0,0,29,0,0,0,0,0
0,0,0,0,32,75,0,0,0,0
0,0,0,0,0,0,0,15,0,0
0,34,0,0,0,0,0,0,0,0
0,0,0,0,90,0,0,0,0,0
0,1,0,0,5,0,0,14,0,0
0,0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,19,0,0,0
0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,19,0,0,0,0
0,0,0,0,31,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,8,0,0
4,2,0,0,234,5,17,0,3,0
0,0,0,0,0,0,0,0,16,0
0,0,0,0,21,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0
0,0,0,0,207,0,0,0,0,0
0,0,0,0,150,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0
0,0,0,0,0,27,0,0,0,0
0,0,0,0,67,3,0,0,0,0
0,0,0,0,0,15,0,0,0,0
0,0,0,0,0,23,0,0,0,0
0,0,0,0,15,0,0,0,0,0
0,33,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,27,0,0
0,0,0,0,0,0,0,0,91,0
0,0,0,0,21,0,0,1,0,0
0,88,0,0,1,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0
0,0,0,0,0,58,0,0,0,0
0,0,0,0,0,0,37,0,3,0
0,0,0,0,54,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0
0,0,0,0,43,0,0,11,0,0
0,0,0,0,12,8,0,0,0,0
0,80,0,0,0,0,0,0,0,0
0,0,0,0,4,20,0,0,0,0
0,0,0,0,11,0,0,0,0,0
0,5,0,0,23,0,0,1,0,0
0,0,0,0,3,0,0,47,0,0
0,0,0,0,0,0,0,19,0,0
0,0,0,8,82,0,0,0,0,0
0,0,0,0,0,42,0,0,0,0
0,0,0,0,22,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0
0,2,0,0,31,0,0,0,0,0
0,0,0,0,67,0,0,37,0,0
0,0,0,0,0,0,0,0,23,0
0,0,0,0,45,13,0,0,0,0
0,5,0,0,0,6,0,2,0,3
0,0,0,0,118,0,0,0,0,0
0,0,0,0,82,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0
0,0,2,0,15,49,0,3,0,0
0,0,3,0,5,16,0,5,0,0
0,0,0,0,74,0,0,0,0,0
0,0,0,0,0,0,0,0,20,0
0,0,0,0,33,0,0,0,0,0
0,0,0,0,42,0,0,0,0,0
0,0,0,0,22,0,0,13,0,0
0,0,2,0,9,0,0,3,0,0
0,0,0,0,0,0,141,0,8,0
0,1,0,0,18,0,0,0,0,0
0,0,0,0,216,95,0,0,0,0
0,0,1,0,12,0,0,31,0,0
0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,51,0,0,0
0,0,0,0,23,0,0,0,0,0
0,1,0,0,198,335,0,14,0,0
1,27,0,0,278,0,12,9,0,0
0,0,0,0,41,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18,0,0
0,0,0,0,23,0,0,0,0,0
0,0,0,0,1,42,0,0,0,0
0,0,0,0,0,0,0,24,0,0
0,104,0,0,0,0,0,3,0,0
0,117,0,0,1,0,0,4,0,0
0,2,0,2,161,7,0,0,0,0
0,5,0,0,6,0,0,0,26,0
0,0,0,0,0,0,0,0,11,0
0,0,0,0,37,0,0,0,7,0
0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0
0,61,0,0,16,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
0,2,0,0,4,0,0,6,0,0
0,0,0,0,359,0,27,4,0,0
0,0,0,0,0,16,0,1,0,0
0,0,0,0,31,0,0,1,0,0
0,0,0,0,53,0,0,0,0,0
0,0,0,0,0,0,1,0,23,0
0,0,0,1,22,0,0,22,0,0
0,12,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0
0,3,0,0,0,27,0,0,0,0
0,7,0,0,272,11,0,3,0,0
1,5,0,0,218,16,2,0,0,0
0,0,0,0,0,94,0,0,0,0
0,0,0,0,15,0,0,4,0,0
0,0,0,0,13,77,0,0,0,0
0,1,0,0,35,0,0,41,0,0
0,0,0,0,0,0,17,0,3,0
0,78,0,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0
0,28,0,0,0,0,0,0,1,0
0,0,0,23,26,0,0,0,0,0
0,0,0,4,47,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0
0,0,0,0,18,0,0,4,0,0
0,0,0,0,5,59,0,0,0,0
0,0,0,0,1,0,0,12,0,0
0,0,0,0,0,140,0,0,0,0
0,0,0,0,52,0,0,7,0,0
0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,0,0,0,18,0
0,0,0,0,1,145,0,0,0,0
0,404,1,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0
0,31,0,0,0,0,0,0,0,0
0,0,0,0,93,0,0,0,0,0
0,0,0,0,28,0,0,0,0,0
0,0,1,0,1,0,0,33,0,0
0,0,0,0,0,0,45,0,0,0
0,0,0,0,2,0,0,20,0,0
0,0,0,0,4,88,30,0,0,0
0,0,0,0,37,2,0,11,0,0
0,44,0,0,0,0,0,1,0,0
131,56,0,0,0,0,0,15,5,0
0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,14,0,0,0,0
0,0,0,0,6,30,0,0,0,0
0,3,0,0,15,0,0,0,0,0
0,0,0,0,0,0,41,0,0,0
0,0,0,0,0,0,14,0,0,0
0,0,0,0,78,0,0,0,0,0
0,41,0,0,0,0,0,1,0,0
0,0,0,0,153,0,0,5,0,0
0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,32,0,0,0,0
0,0,10,0,6,6,0,3,0,0
0,0,0,0,0,0,0,40,0,0
0,0,0,0,24,0,0,0,0,0
0,1,0,0,23,0,0,0,0,0
0,0,0,0,88,0,0,0,0,0
0,0,0,0,27,0,0,6,0,0
0,0,0,0,21,0,0,1,0,0
0,0,0,1,0,0,0,22,0,0
0,0,0,0,0,0,0,13,0,0
0,0,0,0,32,0,0,0,0,0
0,0,0,0,26,0,0,0,0,0
0,0,0,0,20,0,0,0,0,0
0,0,0,0,21,0,0,8,0,0
0,0,0,0,0,0,0,17,0,0
0,2,0,0,17,0,0,1,0,0
0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,0,0,33,0,0
0,0,0,0,31,0,0,0,0,0
0,0,0,0,0,0,0,0,25,0
0,0,0,0,163,16,0,0,2,0
0,45,0,0,13,0,0,0,0,0
0,0,0,0,67,0,0,0,0,0
0,1,0,0,71,0,0,1,0,0
0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0
0,20,0,0,0,0,0,0,0,0
0,0,0,0,47,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0
0,0,0,0,36,0,0,2,0,0
0,0,0,0,0,0,12,0,0,0
0,0,0,0,7,117,0,0,0,0
0,0,0,0,12,0,0,11,0,0
0,0,0,0,52,72,64,2,0,0
0,0,0,0,14,0,0,0,0,0
0,0,0,0,46,0,0,0,0,0
0,0,0,1,55,0,0,0,0,0
0,0,0,108,0,0,0,0,0,0
0,0,1,0,16,0,0,11,0,0
0,0,0,0,56,0,0,3,0,0
0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,27,0,0,0,0
3,0,0,0,28,1,0,0,0,0
0,36,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0
0,0,0,0,30,0,6,0,0,0
0,0,0,0,0,14,0,0,0,0
0,0,0,0,29,0,0,0,0,0
0,203,0,0,0,0,0,0,0,0
